Sequence ID	Cascade-Cluster-ID	Single-Step-Cluster-ID				Single-Step-Sequence ID	Single-Step-Cluster ID
16376	13802	13802				16376	13802
16377	13802	13802				16377	13802
16378	13802	13802				16378	13802
16379	13802	13802				16379	13802
16380	13802	13802				16380	13802
16381	13802	13802				16381	13802
16382	13802	13802				16382	13802
16383	13802	13802				16383	13802
16384	13802	13802				16384	13802
16385	13802	13802				16385	13802
16386	13802	13802				16386	13802
16387	13802	13802				16387	13802
16388	13802	13802				16388	13802
16389	13802	13802				16389	13802
16390	13802	13802				16390	13802
16391	13802	13802				16391	13802
16392	13802	13802				16392	13802
16393	13802	13802				16393	13802
16394	13802	13802				16394	13802
16395	13802	13802				16395	13802
16396	13802	13802				16396	13802
16397	13802	13802				16397	13802
16398	13802	13802				16398	13802
16399	13802	13802				16399	13802
16400	13802	13802				16400	13802
16401	13802	13802				16401	13802
16402	13802	13802				16402	13802
16403	13802	13802				16403	13802
16404	13802	13802				16404	13802
16405	13802	13802				16405	13802
16406	13802	13802				16406	13802
16407	13802	13802				16407	13802
16408	13802	13802				16408	13802
16409	13802	13802				16409	13802
16410	13802	13802				16410	13802
16411	13802	13802				16411	13802
16412	13802	13802				16412	13802
16413	13802	13802				16413	13802
16414	13802	13802				16414	13802
16415	13802	13802				16415	13802
16416	13802	13802				16416	13802
16417	13802	13802				16417	13802
16418	13802	13802				16418	13802
16419	13802	13802				16419	13802
16420	13802	13802				16420	13802
16421	13802	13802				16421	13802
16422	13802	13802				16422	13802
16423	13802	13802				16423	13802
16424	13802	13802				16424	13802
16425	13802	13802				16425	13802
16426	13802	13802				16426	13802
16427	13802	13802				16427	13802
16428	13802	13802				16428	13802
16429	13802	13802				16429	13802
16430	13802	13802				16430	13802
16431	13802	13802				16431	13802
16432	13802	13802				16432	13802
16433	13802	13802				16433	13802
16434	13802	13802				16434	13802
16435	13802	13802				16435	13802
16436	13802	13802				16436	13802
16437	13802	13802				16437	13802
16438	13802	13802				16438	13802
16439	13802	13802				16439	13802
16440	13802	13802				16440	13802
16441	13802	13802				16441	13802
16442	13802	13802				16442	13802
16443	13802	13802				16443	13802
16444	13802	13802				16444	13802
16445	13802	13802				16445	13802
16446	13802	13802				16446	13802
16447	13802	13802				16447	13802
16448	13802	13802				16448	13802
16449	13802	13802				16449	13802
16450	13802	13802				16450	13802
16451	13802	13802				16451	13802
16452	13802	13802				16452	13802
16453	13802	13802				16453	13802
16454	13802	13802				16454	13802
16455	13802	13802				16455	13802
16456	13802	13802				16456	13802
16457	13802	13802				16457	13802
16458	13802	13802				16458	13802
16459	13802	13802				16459	13802
16460	13802	13802				16460	13802
16461	13802	13802				16461	13802
16462	13802	13802				16462	13802
16463	13802	13802				16463	13802
16464	13802	13802				16464	13802
16465	13802	13802				16465	13802
16466	13802	13802				16466	13802
16467	13802	13802				16467	13802
16468	13802	13802				16468	13802
16469	13802	13802				16469	13802
16470	13802	13802				16470	13802
16471	13802	13802				16471	13802
16472	13802	13802				16472	13802
16473	13802	13802				16473	13802
16474	13802	13802				16474	13802
16475	13802	13802				16475	13802
16476	13802	13802				16476	13802
16477	13802	13802				16477	13802
16478	13802	13802				16478	13802
16479	13802	13802				16479	13802
16480	13802	13802				16480	13802
16481	13802	13802				16481	13802
16482	13802	13802				16482	13802
16483	13802	13802				16483	13802
16484	13802	13802				16484	13802
16485	13802	13802				16485	13802
16486	13802	13802				16486	13802
16487	13802	13802				16487	13802
16488	13802	13802				16488	13802
16489	13802	13802				16489	13802
16490	13802	13802				16490	13802
16491	13802	13802				16491	13802
16492	13802	13802				16492	13802
16493	13802	13802				16493	13802
16494	13802	13802				16494	13802
16495	13802	13802				16495	13802
16496	13802	13802				16496	13802
16497	13802	13802				16497	13802
16498	13802	13802				16498	13802
16499	13802	13802				16499	13802
16500	13802	13802				16500	13802
16501	13802	13802				16501	13802
16502	13802	13802				16502	13802
16503	13802	13802				16503	13802
16504	13802	13802				16504	13802
16505	13802	13802				16505	13802
16506	13802	13802				16506	13802
16507	13802	13802				16507	13802
16508	13802	13802				16508	13802
16509	13802	13802				16509	13802
16510	13802	13802				16510	13802
16511	13802	13802				16511	13802
16512	13802	13802				16512	13802
16513	13802	13802				16513	13802
16514	13802	13802				16514	13802
16515	13802	13802				16515	13802
16516	13802	13802				16516	13802
16517	13802	13802				16517	13802
16518	13802	13802				16518	13802
16519	13802	13802				16519	13802
16520	13802	13802				16520	13802
16521	13802	13802				16521	13802
16522	13802	13802				16522	13802
16523	13802	13802				16523	13802
16524	13802	13802				16524	13802
16525	13802	13802				16525	13802
16526	13802	13802				16526	13802
16527	13802	13802				16527	13802
16528	13802	13802				16528	13802
16529	13802	13802				16529	13802
16530	13802	13802				16530	13802
16531	13802	13802				16531	13802
16532	13802	13802				16532	13802
16533	13802	13802				16533	13802
16534	13802	13802				16534	13802
16535	13802	13802				16535	13802
16536	13802	13802				16536	13802
16537	13802	13802				16537	13802
16538	13802	13802				16538	13802
16539	13802	13802				16539	13802
16540	13802	13802				16540	13802
16541	13802	13802				16541	13802
16542	13802	13802				16542	13802
16543	13802	13802				16543	13802
16544	13802	13802				16544	13802
16545	13802	13802				16545	13802
16546	13802	13802				16546	13802
16547	13802	13802				16547	13802
16548	13802	13802				16548	13802
16549	13802	13802				16549	13802
16550	13802	13802				16550	13802
16551	13802	13802				16551	13802
16552	13802	13802				16552	13802
16553	13802	13802				16553	13802
16554	13802	13802				16554	13802
16555	13802	13802				16555	13802
16556	13802	13802				16556	13802
16557	13802	13802				16557	13802
16558	13802	13802				16558	13802
16559	13802	13802				16559	13802
16560	13802	13802				16560	13802
16561	13802	13802				16561	13802
16562	13802	13802				16562	13802
16563	13802	13802				16563	13802
16564	13802	13802				16564	13802
16565	13802	13802				16565	13802
16566	13802	13802				16566	13802
16567	13802	13802				16567	13802
16568	13802	13802				16568	13802
16569	13802	13802				16569	13802
16570	13802	13802				16570	13802
16571	13802	13802				16571	13802
16572	13802	13802				16572	13802
16573	13802	13802				16573	13802
16574	13802	13802				16574	13802
16575	13802	13802				16575	13802
16576	13802	13802				16576	13802
16577	13802	13802				16577	13802
16578	13802	13802				16578	13802
16579	13802	13802				16579	13802
16580	13802	13802				16580	13802
16581	13802	13802				16581	13802
16582	13802	13802				16582	13802
16583	13802	13802				16583	13802
16584	13802	13802				16584	13802
16585	13802	13802				16585	13802
16586	13802	13802				16586	13802
16587	13802	13802				16587	13802
16588	13802	13802				16588	13802
16589	13802	13802				16589	13802
16590	13802	13802				16590	13802
16591	13802	13802				16591	13802
16592	13802	13802				16592	13802
16593	13802	13802				16593	13802
16594	13802	13802				16594	13802
16595	13802	13802				16595	13802
16596	13802	13802				16596	13802
16597	13802	13802				16597	13802
16598	13802	13802				16598	13802
16599	13802	13802				16599	13802
16600	13802	13802				16600	13802
16601	13802	13802				16601	13802
16602	13802	13802				16602	13802
16603	13802	13802				16603	13802
16604	13802	13802				16604	13802
16605	13802	13802				16605	13802
16606	13802	13802				16606	13802
16607	13802	13802				16607	13802
16608	13802	13802				16608	13802
16609	13802	13802				16609	13802
16610	13802	13802				16610	13802
16611	13802	13802				16611	13802
16612	13802	13802				16612	13802
16613	13802	13802				16613	13802
16614	13802	13802				16614	13802
16615	13802	13802				16615	13802
16616	13802	13802				16616	13802
16617	13802	13802				16617	13802
16618	13802	13802				16618	13802
16619	13802	13802				16619	13802
16620	13802	13802				16620	13802
16621	13802	13802				16621	13802
16622	13802	13802				16622	13802
16623	13802	13802				16623	13802
16624	13802	13802				16624	13802
16625	13802	13802				16625	13802
16626	13802	13802				16626	13802
16627	13802	13802				16627	13802
16628	13802	13802				16628	13802
16629	13802	13802				16629	13802
16630	13802	13802				16630	13802
16631	13802	13802				16631	13802
16632	13802	13802				16632	13802
16633	13802	13802				16633	13802
16634	13802	13802				16634	13802
16635	13802	13802				16635	13802
16636	13802	13802				16636	13802
16637	13802	13802				16637	13802
16638	13802	13802				16638	13802
16639	13802	13802				16639	13802
16640	13802	13802				16640	13802
16641	13802	13802				16641	13802
16642	13802	13802				16642	13802
16643	13802	13802				16643	13802
16644	13802	13802				16644	13802
16645	13802	13802				16645	13802
16646	13802	13802				16646	13802
16647	13802	13802				16647	13802
16648	13802	13802				16648	13802
16649	13802	13802				16649	13802
16650	13802	13802				16650	13802
16651	13802	13802				16651	13802
16652	13802	13802				16652	13802
16653	13802	13802				16653	13802
16654	13802	13802				16654	13802
16655	13802	13802				16655	13802
16656	13802	13802				16656	13802
16657	13802	13802				16657	13802
16658	13802	13802				16658	13802
16659	13802	13802				16659	13802
16660	13802	13802				16660	13802
16661	13802	13802				16661	13802
16662	13802	13802				16662	13802
16663	13802	13802				16663	13802
16664	13802	13802				16664	13802
16665	13802	13802				16665	13802
16666	13802	13802				16666	13802
16667	13802	13802				16667	13802
16668	13802	13802				16668	13802
16669	13802	13802				16669	13802
16670	13802	13802				16670	13802
16671	13802	13802				16671	13802
16672	13802	13802				16672	13802
16673	13802	13802				16673	13802
16674	13802	13802				16674	13802
16675	13802	13802				16675	13802
16676	13802	13802				16676	13802
16677	13802	13802				16677	13802
16678	13802	13802				16678	13802
16679	13802	13802				16679	13802
16680	13802	13802				16680	13802
16681	13802	13802				16681	13802
16682	13802	13802				16682	13802
16683	13802	13802				16683	13802
16684	13802	13802				16684	13802
16685	13802	13802				16685	13802
16686	13802	13802				16686	13802
16687	13802	13802				16687	13802
16688	13802	13802				16688	13802
16689	13802	13802				16689	13802
16690	13802	13802				16690	13802
16691	13802	13802				16691	13802
16692	13802	13802				16692	13802
16693	13802	13802				16693	13802
16694	13802	13802				16694	13802
16695	13802	13802				16695	13802
16696	13802	13802				16696	13802
16697	13802	13802				16697	13802
16698	13802	13802				16698	13802
16699	13802	13802				16699	13802
16700	13802	13802				16700	13802
16701	13802	13802				16701	13802
16702	13802	13802				16702	13802
16703	13802	13802				16703	13802
16704	13802	13802				16704	13802
16705	13802	13802				16705	13802
16706	13802	13802				16706	13802
16707	13802	13802				16707	13802
16708	13802	13802				16708	13802
16709	13802	13802				16709	13802
16710	13802	13802				16710	13802
16711	13802	13802				16711	13802
16712	13802	13802				16712	13802
16713	13802	13802				16713	13802
16714	13802	13802				16714	13802
16715	13802	13802				16715	13802
16716	13802	13802				16716	13802
16717	13802	13802				16717	13802
16718	13802	13802				16718	13802
16719	13802	13802				16719	13802
16720	13802	13802				16720	13802
16721	13802	13802				16721	13802
16722	13802	13802				16722	13802
16723	13802	13802				16723	13802
16724	13802	13802				16724	13802
16725	13802	13802				16725	13802
16726	13802	13802				16726	13802
16727	13802	13802				16727	13802
16728	13802	13802				16728	13802
16729	13802	13802				16729	13802
16730	13802	13802				16730	13802
16731	13802	13802				16731	13802
16732	13802	13802				16732	13802
16733	13802	13802				16733	13802
16734	13802	13802				16734	13802
16735	13802	13802				16735	13802
16736	13802	13802				16736	13802
16737	13802	13802				16737	13802
16738	13802	13802				16738	13802
16739	13802	13802				16739	13802
16740	13802	13802				16740	13802
16741	13802	13802				16741	13802
16742	13802	13802				16742	13802
16743	13802	13802				16743	13802
16744	13802	13802				16744	13802
16745	13802	13802				16745	13802
16746	13802	13802				16746	13802
16747	13802	13802				16747	13802
16748	13802	13802				16748	13802
16749	13802	13802				16749	13802
16750	13802	13802				16750	13802
16751	13802	13802				16751	13802
16752	13802	13802				16752	13802
16753	13802	13802				16753	13802
16754	13802	13802				16754	13802
16755	13802	13802				16755	13802
16756	13802	13802				16756	13802
16757	13802	13802				16757	13802
16758	13802	13802				16758	13802
16759	13802	13802				16759	13802
16760	13802	13802				16760	13802
16761	13802	13802				16761	13802
16762	13802	13802				16762	13802
16763	13802	13802				16763	13802
16764	13802	13802				16764	13802
16765	13802	13802				16765	13802
16766	13802	13802				16766	13802
16767	13802	13802				16767	13802
16768	13802	13802				16768	13802
16769	13802	13802				16769	13802
16770	13802	13802				16770	13802
16771	13802	13802				16771	13802
16772	13802	13802				16772	13802
16773	13802	13802				16773	13802
16774	13802	13802				16774	13802
16775	13802	13802				16775	13802
16776	13802	13802				16776	13802
16777	13802	13802				16777	13802
16778	13802	13802				16778	13802
16779	13802	13802				16779	13802
16780	13802	13802				16780	13802
16781	13802	13802				16781	13802
16782	13802	13802				16782	13802
16783	13802	13802				16783	13802
16784	13802	13802				16784	13802
16785	13802	13802				16785	13802
16786	13802	13802				16786	13802
16787	13802	13802				16787	13802
16788	13802	13802				16788	13802
16789	13802	13802				16789	13802
16790	13802	13802				16790	13802
16791	13802	13802				16791	13802
16792	13802	13802				16792	13802
16793	13802	13802				16793	13802
16794	13802	13802				16794	13802
16795	13802	13802				16795	13802
16796	13802	13802				16796	13802
16797	13802	13802				16797	13802
16798	13802	13802				16798	13802
16799	13802	13802				16799	13802
16800	13802	13802				16800	13802
16801	13802	13802				16801	13802
16802	13802	13802				16802	13802
16803	13802	13802				16803	13802
16804	13802	13802				16804	13802
16805	13802	13802				16805	13802
16806	13802	13802				16806	13802
16807	13802	13802				16807	13802
16808	13802	13802				16808	13802
16809	13802	13802				16809	13802
16810	13802	13802				16810	13802
16811	13802	13802				16811	13802
16812	13802	13802				16812	13802
16813	13802	13802				16813	13802
16814	13802	13802				16814	13802
16815	13802	13802				16815	13802
16816	13802	13802				16816	13802
16817	13802	13802				16817	13802
16818	13802	13802				16818	13802
16819	13802	13802				16819	13802
16820	13802	13802				16820	13802
16821	13802	13802				16821	13802
16822	13802	13802				16822	13802
16823	13802	13802				16823	13802
16824	13802	13802				16824	13802
16825	13802	13802				16825	13802
16826	13802	13802				16826	13802
16827	13802	13802				16827	13802
16828	13802	13802				16828	13802
16829	13802	13802				16829	13802
16830	13802	13802				16830	13802
16831	13802	13802				16831	13802
16832	13802	13802				16832	13802
16833	13802	13802				16833	13802
16834	13802	13802				16834	13802
16835	13802	13802				16835	13802
16836	13802	13802				16836	13802
16837	13802	13802				16837	13802
16838	13802	13802				16838	13802
16839	13802	13802				16839	13802
16840	13802	13802				16840	13802
16841	13802	13802				16841	13802
16842	13802	13802				16842	13802
16843	13802	13802				16843	13802
16844	13802	13802				16844	13802
16845	13802	13802				16845	13802
16846	13802	13802				16846	13802
16847	13802	13802				16847	13802
16848	13802	13802				16848	13802
16849	13802	13802				16849	13802
16850	13802	13802				16850	13802
16851	13802	13802				16851	13802
16852	13802	13802				16852	13802
16853	13802	13802				16853	13802
16854	13802	13802				16854	13802
16855	13802	13802				16855	13802
16856	13802	13802				16856	13802
16857	13802	13802				16857	13802
16858	13802	13802				16858	13802
16859	13802	13802				16859	13802
16860	13802	13802				16860	13802
16861	13802	13802				16861	13802
16862	13802	13802				16862	13802
16863	13802	13802				16863	13802
16864	13802	13802				16864	13802
16865	13802	13802				16865	13802
16866	13802	13802				16866	13802
16867	13802	13802				16867	13802
16868	13802	13802				16868	13802
16869	13802	13802				16869	13802
16870	13802	13802				16870	13802
16871	13802	13802				16871	13802
16872	13802	13802				16872	13802
16873	13802	13802				16873	13802
16874	13802	13802				16874	13802
16875	13802	13802				16875	13802
16876	13802	13802				16876	13802
16877	13802	13802				16877	13802
16878	13802	13802				16878	13802
16879	13802	13802				16879	13802
16880	13802	13802				16880	13802
16881	13802	13802				16881	13802
16882	13802	13802				16882	13802
16883	13802	13802				16883	13802
16884	13802	13802				16884	13802
16885	13802	13802				16885	13802
16886	13802	13802				16886	13802
16887	13802	13802				16887	13802
16888	13802	13802				16888	13802
16889	13802	13802				16889	13802
16890	13802	13802				16890	13802
16891	13802	13802				16891	13802
16892	13802	13802				16892	13802
16893	13802	13802				16893	13802
16894	13802	13802				16894	13802
16895	13802	13802				16895	13802
16896	13802	13802				16896	13802
16897	13802	13802				16897	13802
16898	13802	13802				16898	13802
16899	13802	13802				16899	13802
16900	13802	13802				16900	13802
16901	13802	13802				16901	13802
16902	13802	13802				16902	13802
16903	13802	13802				16903	13802
16904	13802	13802				16904	13802
16905	13802	13802				16905	13802
16906	13802	13802				16906	13802
16907	13802	13802				16907	13802
16908	13802	13802				16908	13802
16909	13802	13802				16909	13802
16910	13802	13802				16910	13802
16911	13802	13802				16911	13802
16912	13802	13802				16912	13802
16913	13802	13802				16913	13802
16914	13802	13802				16914	13802
16915	13802	13802				16915	13802
16916	13802	13802				16916	13802
16917	13802	13802				16917	13802
16918	13802	13802				16918	13802
16919	13802	13802				16919	13802
16920	13802	13802				16920	13802
16921	13802	13802				16921	13802
16922	13802	13802				16922	13802
16923	13802	13802				16923	13802
16924	13802	13802				16924	13802
16925	13802	13802				16925	13802
16926	13802	13802				16926	13802
16927	13802	13802				16927	13802
16928	13802	13802				16928	13802
16929	13802	13802				16929	13802
16930	13802	13802				16930	13802
16931	13802	13802				16931	13802
16932	13802	13802				16932	13802
16933	13802	13802				16933	13802
16934	13802	13802				16934	13802
16935	13802	13802				16935	13802
16936	13802	13802				16936	13802
16937	13802	13802				16937	13802
16938	13802	13802				16938	13802
16939	13802	13802				16939	13802
16940	13802	13802				16940	13802
16941	13802	13802				16941	13802
16942	13802	13802				16942	13802
16943	13802	13802				16943	13802
16944	13802	13802				16944	13802
16945	13802	13802				16945	13802
16946	13802	13802				16946	13802
16947	13802	13802				16947	13802
16948	13802	13802				16948	13802
16949	13802	13802				16949	13802
16950	13802	13802				16950	13802
16951	13802	13802				16951	13802
16952	13802	13802				16952	13802
16953	13802	13802				16953	13802
16954	13802	13802				16954	13802
16955	13802	13802				16955	13802
16956	13802	13802				16956	13802
16957	13802	13802				16957	13802
16958	13802	13802				16958	13802
16959	13802	13802				16959	13802
16960	13802	13802				16960	13802
16961	13802	13802				16961	13802
16962	13802	13802				16962	13802
16963	13802	13802				16963	13802
16964	13802	13802				16964	13802
16965	13802	13802				16965	13802
16966	13802	13802				16966	13802
16967	13802	13802				16967	13802
16968	13802	13802				16968	13802
16969	13802	13802				16969	13802
16970	13802	13802				16970	13802
16971	13802	13802				16971	13802
16972	13802	13802				16972	13802
16973	13802	13802				16973	13802
16974	13802	13802				16974	13802
16975	13802	13802				16975	13802
16976	13802	13802				16976	13802
16977	13802	13802				16977	13802
16978	13802	13802				16978	13802
16979	13802	13802				16979	13802
16980	13802	13802				16980	13802
16981	13802	13802				16981	13802
16982	13802	13802				16982	13802
16983	13802	13802				16983	13802
16984	13802	13802				16984	13802
16985	13802	13802				16985	13802
16986	13802	13802				16986	13802
16987	13802	13802				16987	13802
16988	13802	13802				16988	13802
16989	13802	13802				16989	13802
16990	13802	13802				16990	13802
16991	13802	13802				16991	13802
16992	13802	13802				16992	13802
16993	13802	13802				16993	13802
16994	13802	13802				16994	13802
16995	13802	13802				16995	13802
16996	13802	13802				16996	13802
16997	13802	13802				16997	13802
16998	13802	13802				16998	13802
16999	13802	13802				16999	13802
17000	13802	13802				17000	13802
17001	13802	13802				17001	13802
17002	13802	13802				17002	13802
17003	13802	13802				17003	13802
17004	13802	13802				17004	13802
17005	13802	13802				17005	13802
17006	13802	13802				17006	13802
17007	13802	13802				17007	13802
17008	13802	13802				17008	13802
17009	13802	13802				17009	13802
17010	13802	13802				17010	13802
17011	13802	13802				17011	13802
17012	13802	13802				17012	13802
17013	13802	13802				17013	13802
17014	13802	13802				17014	13802
17015	13802	13802				17015	13802
17016	13802	13802				17016	13802
17017	13802	13802				17017	13802
17018	13802	13802				17018	13802
17019	13802	13802				17019	13802
17020	13802	13802				17020	13802
17021	13802	13802				17021	13802
17022	13802	13802				17022	13802
17023	13802	13802				17023	13802
17024	13802	13802				17024	13802
17025	13802	13802				17025	13802
17026	13802	13802				17026	13802
17027	13802	13802				17027	13802
17028	13802	13802				17028	13802
17029	13802	13802				17029	13802
17030	13802	13802				17030	13802
17031	13802	13802				17031	13802
17032	13802	13802				17032	13802
17033	13802	13802				17033	13802
17034	13802	13802				17034	13802
17035	13802	13802				17035	13802
17036	13802	13802				17036	13802
17037	13802	13802				17037	13802
17038	13802	13802				17038	13802
17039	13802	13802				17039	13802
17040	13802	13802				17040	13802
17041	13802	13802				17041	13802
17042	13802	13802				17042	13802
17043	13802	13802				17043	13802
17044	13802	13802				17044	13802
17045	13802	13802				17045	13802
17046	13802	13802				17046	13802
17047	13802	13802				17047	13802
17048	13802	13802				17048	13802
17049	13802	13802				17049	13802
17050	13802	13802				17050	13802
17051	13802	13802				17051	13802
17052	13802	13802				17052	13802
17053	13802	13802				17053	13802
17054	13802	13802				17054	13802
17055	13802	13802				17055	13802
17056	13802	13802				17056	13802
17057	13802	13802				17057	13802
17058	13802	13802				17058	13802
17059	13802	13802				17059	13802
17060	13802	13802				17060	13802
17061	13802	13802				17061	13802
17062	13802	13802				17062	13802
17063	13802	13802				17063	13802
17064	13802	13802				17064	13802
17065	13802	13802				17065	13802
17066	13802	13802				17066	13802
17067	13802	13802				17067	13802
17068	13802	13802				17068	13802
17069	13802	13802				17069	13802
17070	13802	13802				17070	13802
17071	13802	13802				17071	13802
17072	13802	13802				17072	13802
17073	13802	13802				17073	13802
17074	13802	13802				17074	13802
17075	13802	13802				17075	13802
17076	13802	13802				17076	13802
17077	13802	13802				17077	13802
17078	13802	13802				17078	13802
17079	13802	13802				17079	13802
17080	13802	13802				17080	13802
17081	13802	13802				17081	13802
17082	13802	13802				17082	13802
17083	13802	13802				17083	13802
17084	13802	13802				17084	13802
17085	13802	13802				17085	13802
17086	13802	13802				17086	13802
17087	13802	13802				17087	13802
17088	13802	13802				17088	13802
17089	13802	13802				17089	13802
17090	13802	13802				17090	13802
17091	13802	13802				17091	13802
17092	13802	13802				17092	13802
17093	13802	13802				17093	13802
17094	13802	13802				17094	13802
17095	13802	13802				17095	13802
17096	13802	13802				17096	13802
17097	13802	13802				17097	13802
17098	13802	13802				17098	13802
17099	13802	13802				17099	13802
17100	13802	13802				17100	13802
17101	13802	13802				17101	13802
17102	13802	13802				17102	13802
17103	13802	13802				17103	13802
17104	13802	13802				17104	13802
17105	13802	13802				17105	13802
17106	13802	13802				17106	13802
17107	13802	13802				17107	13802
17108	13802	13802				17108	13802
17109	13802	13802				17109	13802
17110	13802	13802				17110	13802
17111	13802	13802				17111	13802
17112	13802	13802				17112	13802
17113	13802	13802				17113	13802
17114	13802	13802				17114	13802
17115	13802	13802				17115	13802
17116	13802	13802				17116	13802
17117	13802	13802				17117	13802
17118	13802	13802				17118	13802
17119	13802	13802				17119	13802
17120	13802	13802				17120	13802
17121	13802	13802				17121	13802
17122	13802	13802				17122	13802
17123	13802	13802				17123	13802
17124	13802	13802				17124	13802
17125	13802	13802				17125	13802
17126	13802	13802				17126	13802
17127	13802	13802				17127	13802
17128	13802	13802				17128	13802
17129	13802	13802				17129	13802
17130	13802	13802				17130	13802
17131	13802	13802				17131	13802
17132	13802	13802				17132	13802
17133	13802	13802				17133	13802
17134	13802	13802				17134	13802
17135	13802	13802				17135	13802
17136	13802	13802				17136	13802
17137	13802	13802				17137	13802
17138	13802	13802				17138	13802
17139	13802	13802				17139	13802
17140	13802	13802				17140	13802
17141	13802	13802				17141	13802
17142	13802	13802				17142	13802
17143	13802	13802				17143	13802
17144	13802	13802				17144	13802
17145	13802	13802				17145	13802
17146	13802	13802				17146	13802
17147	13802	13802				17147	13802
17148	13802	13802				17148	13802
17149	13802	13802				17149	13802
17150	13802	13802				17150	13802
17151	13802	13802				17151	13802
17152	13802	13802				17152	13802
17153	13802	13802				17153	13802
17154	13802	13802				17154	13802
17155	13802	13802				17155	13802
17156	13802	13802				17156	13802
17157	13802	13802				17157	13802
17158	13802	13802				17158	13802
17159	13802	13802				17159	13802
17160	13802	13802				17160	13802
17161	13802	13802				17161	13802
17162	13802	13802				17162	13802
17163	13802	13802				17163	13802
17164	13802	13802				17164	13802
17165	13802	13802				17165	13802
17166	13802	13802				17166	13802
17167	13802	13802				17167	13802
17168	13802	13802				17168	13802
17169	13802	13802				17169	13802
17170	13802	13802				17170	13802
17171	13802	13802				17171	13802
17172	13802	13802				17172	13802
17173	13802	13802				17173	13802
17174	13802	13802				17174	13802
17175	13802	13802				17175	13802
17176	13802	13802				17176	13802
17177	13802	13802				17177	13802
17178	13802	13802				17178	13802
17179	13802	13802				17179	13802
17180	13802	13802				17180	13802
17181	13802	13802				17181	13802
17182	13802	13802				17182	13802
17183	13802	13802				17183	13802
17184	13802	13802				17184	13802
17185	13802	13802				17185	13802
17186	13802	13802				17186	13802
17187	13802	13802				17187	13802
17188	13802	13802				17188	13802
17189	13802	13802				17189	13802
17190	13802	13802				17190	13802
17191	13802	13802				17191	13802
17192	13802	13802				17192	13802
17193	13802	13802				17193	13802
17194	13802	13802				17194	13802
17195	13802	13802				17195	13802
17196	13802	13802				17196	13802
17197	13802	13802				17197	13802
17198	13802	13802				17198	13802
17199	13802	13802				17199	13802
17200	13802	13802				17200	13802
17201	13802	13802				17201	13802
17202	13802	13802				17202	13802
17203	13802	13802				17203	13802
17204	13802	13802				17204	13802
17205	13802	13802				17205	13802
17206	13802	13802				17206	13802
17207	13802	13802				17207	13802
17208	13802	13802				17208	13802
17209	13802	13802				17209	13802
17210	13802	13802				17210	13802
17211	13802	13802				17211	13802
17212	13802	13802				17212	13802
17213	13802	13802				17213	13802
17214	13802	13802				17214	13802
17215	13802	13802				17215	13802
17216	13802	13802				17216	13802
17217	13802	13802				17217	13802
17218	13802	13802				17218	13802
17219	13802	13802				17219	13802
17220	13802	13802				17220	13802
17221	13802	13802				17221	13802
17222	13802	13802				17222	13802
17223	13802	13802				17223	13802
17224	13802	13802				17224	13802
17225	13802	13802				17225	13802
17226	13802	13802				17226	13802
17227	13802	13802				17227	13802
17228	13802	13802				17228	13802
17229	13802	13802				17229	13802
17230	13802	13802				17230	13802
17231	13802	13802				17231	13802
17232	13802	13802				17232	13802
17233	13802	13802				17233	13802
17234	13802	13802				17234	13802
17235	13802	13802				17235	13802
17236	13802	13802				17236	13802
17237	13802	13802				17237	13802
17238	13802	13802				17238	13802
17239	13802	13802				17239	13802
17240	13802	13802				17240	13802
17241	13802	13802				17241	13802
17242	13802	13802				17242	13802
17243	13802	13802				17243	13802
17244	13802	13802				17244	13802
17245	13802	13802				17245	13802
17246	13802	13802				17246	13802
17247	13802	13802				17247	13802
17248	13802	13802				17248	13802
17249	13802	13802				17249	13802
17250	13802	13802				17250	13802
17251	13802	13802				17251	13802
17252	13802	13802				17252	13802
17253	13802	13802				17253	13802
17254	13802	13802				17254	13802
17255	13802	13802				17255	13802
17256	13802	13802				17256	13802
17257	13802	13802				17257	13802
17258	13802	13802				17258	13802
17259	13802	13802				17259	13802
17260	13802	13802				17260	13802
17261	13802	13802				17261	13802
17262	13802	13802				17262	13802
17263	13802	13802				17263	13802
17264	13802	13802				17264	13802
17265	13802	13802				17265	13802
17266	13802	13802				17266	13802
17267	13802	13802				17267	13802
17268	13802	13802				17268	13802
17269	13802	13802				17269	13802
17270	13802	13802				17270	13802
17271	13802	13802				17271	13802
17272	13802	13802				17272	13802
17273	13802	13802				17273	13802
17274	13802	13802				17274	13802
17275	13802	13802				17275	13802
17276	13802	13802				17276	13802
17277	13802	13802				17277	13802
17278	13802	13802				17278	13802
17279	13802	13802				17279	13802
17280	13802	13802				17280	13802
17281	13802	13802				17281	13802
17282	13802	13802				17282	13802
17283	13802	13802				17283	13802
17284	13802	13802				17284	13802
17285	13802	13802				17285	13802
17286	13802	13802				17286	13802
17287	13802	13802				17287	13802
17288	13802	13802				17288	13802
17289	13802	13802				17289	13802
17290	13802	13802				17290	13802
17291	13802	13802				17291	13802
17292	13802	13802				17292	13802
17293	13802	13802				17293	13802
17294	13802	13802				17294	13802
17295	13802	13802				17295	13802
17296	13802	13802				17296	13802
17297	13802	13802				17297	13802
17298	13802	13802				17298	13802
17299	13802	13802				17299	13802
17300	13802	13802				17300	13802
17301	13802	13802				17301	13802
17302	13802	13802				17302	13802
17303	13802	13802				17303	13802
17304	13802	13802				17304	13802
